0,3.7749999999975303e-06
1,1.637999999998252e-06
2,1.811000000004337e-06
3,1.8580000000004149e-06
4,1.797000000004767e-06
5,1.972999999995395e-06
6,1.8859999999995547e-06
7,1.9369999999935272e-06
8,1.9029999999975455e-06
9,2.0820000000004724e-06
10,1.9409999999983607e-06
11,2.127000000004542e-06
12,2.1660000000048307e-06
13,2.2100000000024878e-06
14,2.222999999995645e-06
15,2.3130000000037843e-06
16,2.425999999999817e-06
17,2.854999999996055e-06
18,2.54200000000121e-06
19,2.5370000000038417e-06
20,2.8489999999992133e-06
21,2.894000000003283e-06
22,2.740000000001075e-06
23,2.8780000000047656e-06
24,3.45200000000101e-06
25,3.2309999999993733e-06
26,3.0959999999941035e-06
27,3.4920000000007723e-06
28,3.2930000000014337e-06
29,3.5440000000011573e-06
30,3.3979999999947386e-06
31,3.4449999999977554e-06
32,3.3340000000006698e-06
33,3.625000000000156e-06
34,3.531000000001061e-06
35,3.873000000001459e-06
36,4.046000000000605e-06
37,3.818000000002653e-06
38,4.308000000001477e-06
39,4.2800000000023375e-06
40,4.505000000001869e-06
41,5.314999999998793e-06
42,4.469000000000001e-06
43,4.8159999999977665e-06
44,4.332999999995257e-06
45,3.4279999999997646e-06
46,3.6039999999973316e-06
47,3.6810000000053744e-06
48,3.757000000000066e-06
49,3.572999999999771e-06
50,3.635000000001831e-06
51,3.7079999999981017e-06
52,3.7820000000007847e-06
53,3.743000000000496e-06
54,3.991000000001799e-06
55,4.203999999993768e-06
56,4.284000000000232e-06
57,4.218999999999751e-06
58,4.374000000001432e-06
59,4.304000000003583e-06
60,4.417999999999089e-06
61,4.63200000000441e-06
62,4.462000000003685e-06
63,4.5189999999945e-06
64,5.793000000003934e-06
65,5.083000000002946e-06
66,4.9040000000000195e-06
67,5.017999999995526e-06
68,5.217999999994338e-06
69,5.399999999995686e-06
70,5.122000000003235e-06
71,5.171999999997734e-06
72,5.901000000002599e-06
73,5.543999999996219e-06
74,5.614000000001007e-06
75,5.443000000000808e-06
76,5.813999999999819e-06
77,5.589999999999762e-06
78,5.759000000001013e-06
79,5.9729999999993955e-06
80,5.731999999994408e-06
81,5.8329999999967574e-06
82,4.475300000000154e-05
83,9.952000000000572e-06
84,1.0540000000003324e-05
85,9.391000000004424e-06
86,9.701000000000848e-06
87,9.478000000000264e-06
88,1.0290000000003074e-05
89,9.394000000002845e-06
90,8.931000000003686e-06
91,9.919999999996598e-06
92,1.006399999999713e-05
93,1.0240999999994171e-05
94,1.0980000000000711e-05
95,1.0715000000001418e-05
96,1.1864999999999792e-05
97,1.1312000000006373e-05
98,2.147300000000102e-05
99,1.2653000000001358e-05
100,1.2730000000002462e-05
101,1.0800999999997785e-05
102,1.082499999999903e-05
103,1.1387999999994125e-05
104,1.1621000000003323e-05
105,1.1688999999995286e-05
106,1.1477999999995325e-05
107,1.1660000000003612e-05
108,1.2541000000004798e-05
109,1.0902999999999607e-05
110,1.1625000000001218e-05
111,1.2295000000002443e-05
112,1.2803999999998206e-05
113,1.331100000000196e-05
114,1.2565999999998578e-05
115,1.3381000000006749e-05
116,1.2771000000001698e-05
117,1.26990000000049e-05
118,1.211699999999899e-05
119,2.073399999999448e-05
120,1.3183999999999418e-05
121,1.2715999999995953e-05
122,1.3743000000003558e-05
123,1.4864000000003319e-05
124,1.4205000000003243e-05
125,1.3038999999999412e-05
126,1.2615000000000542e-05
127,1.4357999999999038e-05
128,1.526599999999989e-05
129,1.3734000000001356e-05
130,1.4638000000004314e-05
131,1.4605000000000867e-05
132,1.3920000000000599e-05
133,1.4315000000000855e-05
134,1.4882000000000783e-05
135,1.3849000000003275e-05
136,1.5034999999996579e-05
137,1.435300000000167e-05
138,1.559699999999914e-05
139,1.606599999999514e-05
140,1.842799999999395e-05
141,1.587799999999695e-05
142,1.66590000000022e-05
143,1.4896999999999827e-05
144,1.681400000000388e-05
145,1.6199000000001462e-05
146,1.7102000000004947e-05
147,1.6119000000001937e-05
148,1.6964000000001256e-05
149,1.7142999999997244e-05
150,1.589500000000188e-05
151,1.61279999999972e-05
152,1.8293000000002557e-05
153,1.6674000000001243e-05
154,1.6559999999998798e-05
155,1.821199999999662e-05
156,1.8379999999998398e-05
157,1.6558999999999324e-05
158,1.8390999999999547e-05
159,1.6764000000002444e-05
160,1.8792000000003584e-05
161,2.0770000000003286e-05
162,3.222299999999789e-05
163,3.682299999999833e-05
164,2.0641000000001797e-05
165,2.0193000000001682e-05
166,2.0434999999999204e-05
167,1.9210999999998146e-05
168,1.976499999999798e-05
169,1.863900000000085e-05
170,2.4210000000003673e-05
171,1.9313999999999443e-05
172,1.8635000000002955e-05
173,1.9022000000000483e-05
174,1.967299999999783e-05
175,1.8546000000001228e-05
176,1.9552999999998544e-05
177,1.9490999999996483e-05
178,1.9751999999997882e-05
